title,group,pages,reading_level,downloaded_on,original_url,original_fields,new_url,standardized_fields,jurisdiction
Complaint for Determinaton of Defacto Parentage,screen 03,4.0,9.0,2021-11-16,https://mjbportal.courts.maine.gov/CourtForms/FormsLists/DownloadForm?strFormNumber=FM-232,"['Plaintiff', 'undefined', 'V 1', 'V 2', 'Location Town', 'for Confidential Address FM057 This form is available at the Clerks Office or at wwwcourtsmainegov', 'county', 'Please write confidential in the space above if you are filing an Affidavit for Confidential Address', 'undefined_2', 'Defendant name', 'now resides in town', 'state', 'undefined_3', 'Defendant name_2', 'now resides in town_2', 'state_2', 'and the plaintiff has used reasonable efforts and cannot locate the defendants', 'Full name 1', 'Full name 2', 'Full name 3', 'Full name 4', 'Full name 5', 'Full name 6', 'mmddyyy 1', 'mmddyyy 2', 'mmddyyy 3', 'mmddyyy 4', 'mmddyyy 5', 'mmddyyy 6', 'do not list if confidential to other party 1', 'do not list if confidential to other party 2', 'do not list if confidential to other party 3', 'do not list if confidential to other party 4', 'do not list if confidential to other party 5', 'do not list if confidential to other party 6', 'children lived 1', 'children lived 2', 'children lived 3', 'children lived 4', 'children lived 5', 'children lived 6', 'children lived 7', 'children lived 8', 'confidential to other party 1', 'confidential to other party 2', 'confidential to other party 3', 'confidential to other party 4', 'confidential to other party 5', 'confidential to other party 6', 'confidential to other party 7', 'confidential to other party 8', 'mmyy  mmyy 1', 'mmyy  mmyy 2', 'mmyy  mmyy 3', 'mmyy  mmyy 4', 'mmyy  mmyy 5', 'mmyy  mmyy 6', 'mmyy  mmyy 7', 'mmyy  mmyy 8', 'lived with that person 1', 'lived with that person 2', 'lived with that person 3', 'lived with that person 4', 'lived with that person 5', 'lived with that person 6', 'lived with that person 7', 'lived with that person 8', 'Defendants resided with the children in Maine', 'Defendants resided in Maine and provided prenatal expenses and support for the children', 'Defendants engaged in intercourse in Maine and the children may have been conceived by that act of', 'The children reside in Maine as a result of the acts or directives of defendant', 'Defendants consents to jurisdiction', 'Any other basis for personal jurisdiction in Maine', 'undefined_4', 'is the childrens check one', 'Biological mother', 'Biological father', 'Presumed parent', 'Acknowledged parent', 'Adjudicated parent', 'De facto parent', 'Intended parent', 'Other state the nature of the parental relationship to the children', 'undefined_5', 'is the childrens check one_2', 'Biological mother_2', 'Biological father_2', 'Presumed parent_2', 'Acknowledged parent_2', 'Adjudicated parent_2', 'De facto parent_2', 'Intended parent_2', 'Other state the nature of the parental relationship to the children_2', 'undefined_6', 'The children do not have any other acknowledged adjudicated intended de facto or presumed parents', 'The children have another acknowledged adjudicated indented de facto or presumed parent', 'No one other than the plaintiff or defendant has physical custody of the children or claims to have custody or', 'other state concerning custody of the minor children except as follows', 'Protection from Abuse provide docket number', 'Probate matter provide docket number', 'Other describe what kind of case and provide docket number', 'undefined_7', 'undefined_8', '11 If you are asking that the court change the childrens names please explain why there is good cause to do so 19', 'A MRS  18433 If this does not apply please leave blank 1', 'A MRS  18433 If this does not apply please leave blank 2', 'A MRS  18433 If this does not apply please leave blank 3', 'A MRS  18433 If this does not apply please leave blank 4', 'No public assistance benefits MaineCare or TANF have ever been received for the children', 'Public assistance benefits MaineCare or TANF have been are now or will be received for the children', 'The Department of Health and Human Services has issued a child support order regarding the children If such', 'I have attached an affidavit describing the specific facts to support the existence of a de facto parent', 'Enter an interim order concerning contact between the plaintiff and children', 'Adjudicate the plaintiff as a de facto parent of the children', 'Determine parental rights and responsibilities for the minor children pursuant to 19A MRS  1653 including', 'Determine the amount of any past child support and order payment of the past support', 'Award reasonable attorney fees andor', 'Change the childrens names as follows', 'The childs name is', 'undefined_9', 'The childs name is_2', 'undefined_10', 'The childs name is_3', 'undefined_11', 'The childs name is_4', 'undefined_12', 'The childs name is_5', 'undefined_13', 'The childs name is_6', 'undefined_14', 'I swear under penalty of perjury that the above statements are true and correct I understand that these', 'Date mmddyyyy', 'undefined_15', 'Plaintiff Attorney', 'Plaintiff_2', 'Address 1', 'Address 2', 'Address 3', 'Address is confidential if so leave blank below', 'Address 1_2', 'Address 2_2', 'Telephone', 'Telephone_2', 'Email', 'Email_2', 'Text1', 'Text2']",https://courtformsonline.org/forms/e12318ce9037e92ee8e48963f550e1a3229a17a2437b9ebc3f29c30b.pdf3cf46afe56109700d47d5d7d7451a2aa.pdf,"['plaintiff__1', 'undefined__1', 'v__1', 'v__2', 'location_town', 'confidential_address_office', 'county', 'write_confidential_address', 'undefined__2', 'defendant_name__1', 'resides_town__1', '*users1_address_state', 'undefined__3', 'defendant_name__2', 'resides_town__2', 'state', 'plaintiff_reasonable_cannot', 'full_name__1', 'full_name__2', 'full_name__3', 'full_name__4', 'full_name__5', 'full_name__6', 'mmddyyy__1', 'mmddyyy__2', 'mmddyyy__3', 'mmddyyy__4', 'mmddyyy__5', 'mmddyyy__6', 'list_confidential_party__1', 'list_confidential_party__2', 'list_confidential_party__3', 'list_confidential_party__4', 'list_confidential_party__5', 'list_confidential_party__6', 'children_lived__1', 'children_lived__2', 'children_lived__3', 'children_lived__4', 'children_lived__5', 'children_lived__6', 'children_lived__7', 'children_lived__8', 'confidential_party__1', 'confidential_party__2', 'confidential_party__3', 'confidential_party__4', 'confidential_party__5', 'confidential_party__6', 'confidential_party__7', 'confidential_party__8', 'mmyy__1', 'mmyy__2', 'mmyy__3', 'mmyy__4', 'mmyy__5', 'mmyy__6', 'mmyy__7', 'mmyy__8', 'lived_person__1', 'lived_person__2', 'lived_person__3', 'lived_person__4', 'lived_person__5', 'lived_person__6', 'lived_person__7', 'lived_person__8', 'defendants_resided_children', 'provided_expenses_children', 'engaged_may_act', 'children_result_acts', 'defendants_jurisdiction', 'basis_personal_jurisdiction', 'undefined__4', 'childrens_check_one__1', 'biological_mother__1', 'biological_father__1', 'presumed_parent__1', 'acknowledged_parent__1', 'adjudicated_parent__1', 'de_facto_parent__1', 'intended_parent__1', 'nature_parental_relationship__1', 'undefined__5', 'childrens_check_one__2', 'biological_mother__2', 'biological_father__2', 'presumed_parent__2', 'acknowledged_parent__2', 'adjudicated_parent__2', 'de_facto_parent__2', 'intended_parent__2', 'nature_parental_relationship__2', 'undefined__6', 'acknowledged_presumed_parents', 'acknowledged_presumed_parent', 'plaintiff_defendant_claims', 'state_concerning_except', 'protection_provide_number', 'matter_provide_number', 'describe_kind_case_number', 'undefined__7', 'undefined__8', 'asking_change_explain_cause', 'mrs_apply_please_leave_blank__1', 'mrs_apply_please_leave_blank__2', 'mrs_apply_please_leave_blank__3', 'mrs_apply_please_leave_blank__4', 'assistance_benefits_care__1', 'assistance_benefits_care__2', 'health_child_regarding', 'describing_specific_existence', 'enter_order_concerning', 'plaintiff_facto_parent', 'parental_rights_responsibilities', 'determine_amount_order_payment', 'reasonable_attorney_fees', 'change_names_follows', 'childs_name__1', 'undefined__9', 'childs_name__2', 'undefined__10', 'childs_name__3', 'undefined__11', 'childs_name__4', 'undefined__12', 'childs_name__5', 'undefined__13', 'childs_name__6', 'undefined__14', 'true_correct_understand', 'date_mmddyyyy', 'undefined__15', 'plaintiff_attorney', 'plaintiff__2', 'address__1', 'address__2', 'address__3', 'address_leave_blank', 'address__4', 'address__5', '*users1_phone_number', 'telephone', 'email__1', 'email__2', 'text__1', 'text__2']",ME
Defendant's Answer to Plaintiff's Complaint for Determination of De Facto Parentage,screen 03,2.0,12.0,2021-11-16,https://mjbportal.courts.maine.gov/CourtForms/FormsLists/DownloadForm?strFormNumber=FM-233,"['I have attached an affidavit describing the specific facts addressing whether the plaintiff has a de', 'Enter an order denying plaintiffs complaint to be adjudicated de facto parent', 'Award reasonable attorney fees andor', 'Other', '1', '2', 'I hereby declare that the above statements are true to the best of my knowledge and belief I', 'information to the court', 'undefined_2', 'Address is confidential if so leave blank below', 'Address 1_2', 'Address 2_2', 'Telephone_2', 'Email_2', 'Plaintiff', 'v', 'Location Town', '1 Defendant admits paragraphs', 'for determination of de facto parentage', 'Text1', 'undefined', 'Defendant Attorney', 'Address 1', 'Address 2', 'Address 3', 'Telephone', 'Email', 'Defendant', 'CLEAR FORM']",https://courtformsonline.org/forms/e12318ce9037e92ee8e48963f550e1a3229a17a2437b9ebc3f29c30b.pdf2f1475123bd00bc071110031cc11f6ad.pdf,"['describing_specific_whether', 'denying_plaintiffs_complaint', 'reasonable_attorney_fees', 'other', 'unknown__1', 'unknown__2', 'declare_true_belief', 'information_court', 'undefined__1', 'address_leave_blank', 'address__1', 'address__2', 'telephone', 'email__1', 'plaintiff', 'v', 'location_town', 'defendant_admits_paragraphs', 'determination_facto_parentage', 'text', 'undefined__2', 'defendant_attorney', 'address__3', 'address__4', 'address__5', '*users1_phone_number', 'email__2', 'defendant', 'clear_form']",ME
Petition for Pre-Birth Determination of Parentage Involving a Donor,screen 03,2.0,-1.0,2021-11-16,https://mjbportal.courts.maine.gov/CourtForms/FormsLists/DownloadForm?strFormNumber=FM-234,"['Petitioner', 'LocationTown', 'Petitioner_2', 'DocketNo', 'The pregnancy ofthe subject children is a result of assisted reproduction by donation of gametes or embryos', 'The donor ofthe gametes or embryos has donated solely for the purpose of assisted reproduction and is not', 'Petitionersagreetobetheexclusive parentsofanyresultingchildrenandagreetoacceptallparentalrights', 'Mainehasjurisdictioninthiscasebecauseallpartiestothepetitionagree tosubmittothejurisdictionofthis', 'Designatingthecontents ofthe birthcertificatesin accordancewith22 MRS 2671 anddirectingtheOffice', 'Declaringthattheintendedparentsarethe parentsoftheresultingchildrenandorderingthat allparental', 'Sealingtherecordfromthepublictoprotecttheprivacyofthechildrenandthepartiesand', 'Forany furtherreliefthatthecourt determinesnecessaryand proper', 'I swearunderpenalty of perjury that the above statements are true andcorrect I understand that these', 'Datemmddyyyy', 'Name 1', 'Name 2', 'Address', 'PhoneNumber', 'Email', 'Datemmddyyyy_2', 'Name 1_2', 'Name 2_2', 'Address_2', 'PhoneNumber_2', 'Email_2', 'Datemmddyyyy_3', 'Name 1_3', 'Name 2_3', 'Address_3', 'PhoneNumber_3', 'Email_3', 'mm/dd/yyyy', 'town', 'county', 'state', 'signature electronic or actual', 'signature electronic or actual 3', 'signature electronic or actual 2', 'person 1', 'person 2']",https://courtformsonline.org/forms/e12318ce9037e92ee8e48963f550e1a3229a17a2437b9ebc3f29c30b.pdf648a2361a4b84ed8b43cac2268030708.pdf,"['petitioner__1', 'location_town', 'petitioner__2', 'docket', 'pregnancy_result_embryos', 'donor_solely_purpose', 'petitionersagreetobetheexclusive_parentsofanyresultingchildrenandagreetoacceptallparentalrights', 'mainehasjurisdictioninthiscasebecauseallpartiestothepetitionagree_tosubmittothejurisdictionofthis', 'ofthe_office', 'declaringthattheintendedparentsarethe_parentsoftheresultingchildrenandorderingthat_allparental', 'sealingtherecordfromthepublictoprotecttheprivacyofthechildrenandthepartiesand', 'forany_furtherreliefthatthecourt_determinesnecessaryand_proper', 'statements_true', 'datemmddyyyy__1', 'name__1', 'name__2', '*users1_address_line_one', 'phone_number__1', 'email__1', 'datemmddyyyy__2', 'name__3', 'name__4', 'address__1', 'phone_number__2', 'email__2', 'datemmddyyyy__3', 'name__5', 'name__6', 'address__2', 'phone_number__3', 'email__3', 'mm_dd_yyyy', 'town', 'county', '*users1_address_state', 'signature_electronic_actual__1', 'signature_electronic_actual__2', 'signature_electronic_actual__3', 'person__1', 'person__2']",ME
Witness and Exhibit List,screen 04,2.0,14.0,2021-11-16,https://mjbportal.courts.maine.gov/CourtForms/FormsLists/DownloadForm?strFormNumber=FM-235,"['Plaintiff', 'Location Town', 'Docket No', 'Defendant', 'Other party if any', 'Name', 'a', 'b', 'c', 'd', 'e', 'Updated financial statement', 'Joint list of contested property', 'Updated child support affidavit with 2 most recent pay stubs', 'Proof of income for all sources for the last two years', 'Proof of uninsured medical bills whats been paid and what is owed', 'Written statement of what I want the Court to order', 'a_2', 'b_2', 'c_2', 'd_2', 'e_2', 'Date mmddyyyy', 'undefined', 'Defendant_2', 'Defendants Attorney', 'Plaintiff_2', 'Plaintiffs Attorney', 'Bar Number if applicable', 'Partys Attorney 1', 'Partys Attorney 2', 'Partys Name', 'Address 1', 'Address 2', 'Address is confidential if so leave blank below', 'Address 1_2', 'Address 2_2', 'Telephone', 'Telephone_2', 'Email', 'Email_2']",https://courtformsonline.org/forms/e12318ce9037e92ee8e48963f550e1a3229a17a2437b9ebc3f29c30b.pdfcbff9bd265d53a84c0bb90cafab6348a.pdf,"['plaintiff__1', 'location_town', 'docket', 'defendant__1', 'party', '*users1_name', 'a', 'b__1', 'c__1', 'd', 'e__1', 'updated_financial_statement', 'joint_list_property', 'child_support_recent_pay', 'proof_income_last_two_years', 'medical_bills_paid_owed', 'statement_want_court_order', 'a_2', 'b__2', 'c__2', 'd_2', 'e__2', 'date_mmddyyyy', 'undefined', 'defendant__2', 'defendants_attorney', 'plaintiff__2', 'plaintiffs_attorney', 'bar_number_applicable', 'partys_attorney__1', 'partys_attorney__2', 'partys_name', 'address__1', 'address__2', 'address_leave_blank', 'address__3', 'address__4', '*users1_phone_number', 'telephone', 'email__1', 'email__2']",ME
Consent to Final Contested Hearing Before a Family Law Magistrate,screen 04,1.0,12.0,2021-11-16,https://mjbportal.courts.maine.gov/CourtForms/FormsLists/DownloadForm?strFormNumber=FM-236,"['Plaintiff', 'Location Town', 'Docket No', 'Defendant', 'Other party if any', 'on the Mediation Report dated mmddyyyy', 'on the PreTrial Form dated mmddyyyy', 'as follows', 'undefined', 'or', 'undefined_2', 'Date mmddyyyy', 'undefined_3', 'plaintiff', 'defendant', 'other party']",https://courtformsonline.org/forms/e12318ce9037e92ee8e48963f550e1a3229a17a2437b9ebc3f29c30b.pdf5c2f749955dc06f7dfd271e989220b84.pdf,"['plaintiff__1', 'location_town', 'docket', 'defendant__1', 'party__1', 'mediation_report_dated', 'pre_trial_form_dated_mmddyyyy', 'follows', 'undefined__1', 'or', 'undefined__2', 'date_mmddyyyy', 'undefined__3', 'plaintiff__2', 'defendant__2', 'party__2']",ME
Motion to Appear by Telephone or Video,screen 04,1.0,13.0,2021-11-16,https://mjbportal.courts.maine.gov/CourtForms/FormsLists/DownloadForm?strFormNumber=FM-237,"['Plaintiff', 'Location Town', 'Docket No', 'Defendant', 'Other party if any', 'Plaintiff_2', 'Defendant_2', 'Other party in this matter and am asking the Court to allow me to participate', 'telephone or', 'video conference at the following upcoming court event', 'undefined', 'Case management conference scheduled for date  mmddyyyy', 'Status conference scheduled for date  mmddyyyy', 'Interim hearing scheduled for date  mmddyyyy', 'Final Hearing scheduled for date  mmddyyyy', 'Other', 'undefined_2', 'undefined_3', 'undefined_4', 'undefined_5', 'scheduled for date  mmddyyyy', 'I am asking to participate by telephone or video for the following reasons 1', 'I am asking to participate by telephone or video for the following reasons 2', 'I certify that all the above statements are true and understand that', 'Date mmddyyyy', 'undefined_6', 'plaintiff', 'defendant', 'other party', 'CLEAR BUTTON']",https://courtformsonline.org/forms/e12318ce9037e92ee8e48963f550e1a3229a17a2437b9ebc3f29c30b.pdf331289fad3201d867712caee9208178e.pdf,"['plaintiff__1', 'location_town', 'docket', 'defendant__1', 'party__1', 'plaintiff__2', 'defendant__2', 'matter_asking_allow', 'telephone', 'conference_upcoming_event', 'undefined__1', 'conference_scheduled_date__1', 'conference_scheduled_date__2', 'interim_scheduled_date', 'final_scheduled_date', 'other', 'undefined__2', 'undefined__3', 'undefined__4', 'undefined__5', 'scheduled_date_mmddyyyy', 'asking_following_reasons__1', 'asking_following_reasons__2', 'statements_true_understand', 'date_mmddyyyy', 'undefined__6', 'plaintiff__3', 'defendant__3', 'party__2', 'clear_button']",ME
Request for Abstract of Divorce Decree,screen 04,1.0,11.0,2021-11-16,https://mjbportal.courts.maine.gov/CourtForms/FormsLists/DownloadForm?strFormNumber=FM-243,"['Plaintiff', 'Location Town', 'Docket No', 'Defendant', 'I name', '1', '2', '3', 'Date mmddyyyy', 'undefined', 'Typed or printed name']",https://courtformsonline.org/forms/e12318ce9037e92ee8e48963f550e1a3229a17a2437b9ebc3f29c30b.pdf39dbc33743920f9d7bbd670ea8cc23b7.pdf,"['plaintiff', 'location_town', 'docket', 'defendant', 'name', 'unknown__1', 'unknown__2', 'unknown__3', 'date_mmddyyyy', 'undefined', '*users1_name']",ME
Best Practices for Submitting an Abstract of Divorce Decree (FM-171) for Clerk Certification,screen 04,,,2021-11-16,https://mjbportal.courts.maine.gov/CourtForms/FormsLists/DownloadForm?strFormNumber=FM-261,,https://courtformsonline.org/forms/e12318ce9037e92ee8e48963f550e1a3229a17a2437b9ebc3f29c30b.pdf8433c0560dee8c1d6742487ffdf7d6b5.pdf,,ME
Affidavit,screen 04,2.0,11.0,2021-11-16,https://mjbportal.courts.maine.gov/CourtForms/FormsLists/DownloadForm?strFormNumber=FM-PB-009,"['Plaintiff', 'Location Town', 'Docket No', 'Defendant', 'IN RE', 'undefined_2', 'I', 'true to the best of my knowledge and belief 1', 'true to the best of my knowledge and belief 2', 'true to the best of my knowledge and belief 3', 'true to the best of my knowledge and belief 4', 'true to the best of my knowledge and belief 5', 'true to the best of my knowledge and belief 6', 'true to the best of my knowledge and belief 7', 'true to the best of my knowledge and belief 8', 'true to the best of my knowledge and belief 9', 'true to the best of my knowledge and belief 10', 'true to the best of my knowledge and belief 11', 'true to the best of my knowledge and belief 12', 'true to the best of my knowledge and belief 13', 'true to the best of my knowledge and belief 14', 'true to the best of my knowledge and belief 15', 'true to the best of my knowledge and belief 16', 'true to the best of my knowledge and belief 17', 'true to the best of my knowledge and belief 18', 'true to the best of my knowledge and belief 19', 'statements are made for use as evidence in court and that I am subject to prosecution for perjury punishable by', 'Date mmddyyyy', 'undefined_3', 'Check Box3']",https://courtformsonline.org/forms/e12318ce9037e92ee8e48963f550e1a3229a17a2437b9ebc3f29c30b.pdf245f33a2fdc991f00aa797165edf62f2.pdf,"['plaintiff', 'location_town', 'docket', 'defendant', 'in_re', 'undefined__1', 'i', 'true_best_knowledge_belief__1', 'true_best_knowledge_belief__2', 'true_best_knowledge_belief__3', 'true_best_knowledge_belief__4', 'true_best_knowledge_belief__5', 'true_best_knowledge_belief__6', 'true_best_knowledge_belief__7', 'true_best_knowledge_belief__8', 'true_best_knowledge_belief__9', 'true_best_knowledge_belief__10', 'true_best_knowledge_belief__11', 'true_best_knowledge_belief__12', 'true_best_knowledge_belief__13', 'true_best_knowledge_belief__14', 'true_best_knowledge_belief__15', 'true_best_knowledge_belief__16', 'true_best_knowledge_belief__17', 'true_best_knowledge_belief__18', 'true_best_knowledge_belief__19', 'evidence_court_prosecution', 'date_mmddyyyy', 'undefined__2', 'check_box']",ME
Order Appointing Guardian ad Litem Under Title 18-C or 19-A,screen 04,6.0,12.0,2021-11-16,https://mjbportal.courts.maine.gov/CourtForms/FormsLists/DownloadForm?strFormNumber=FM-PB-125,"['Plaintiff', 'Location Town', 'Docket No', 'Defendant', 'Other party', 'In Re', 'undefined_2', 'LimitedPurpose', 'Standard', 'Expanded', 'whose names and dates of birth mmddyyyy are 1', 'The GALs name is', 'The GALs mailing address is', 'The GALs telephone number is', 'The GALs email address is', 'The GAL appointed by the court and listed above is currently on the roster of qualified Maine GALs or', 'The GAL appointed by the court and listed above is a qualified attorney licensed to practice in Maine who is not', 'the GAL has the necessary skills and experience in family or guardian matters see MRGAL 2a1 or', 'other qualifications', 'undefined_3', 'No party objects to the GAL appointment or the fee arrangements specified below or', 'undefined_4', 'PlaintiffPetitioner', 'DefendantRespondent', 'Other', 'MRS  15551B support the appointment 1', 'MRS  15551B support the appointment 2', 'MRS  15551B support the appointment 3', 'MAINE JUDICIAL BRANCH', 'PlaintiffPetitioner_2', 'DefendantRespondent_2', 'Other_2', 'LimitedPurpose Appointment', 'undefined_5', 'Duties The GAL must perform the following specific duties 1', 'Appear at', 'mediation andor the', 'status conference remotely', 'interim hearing', 'final hearing', 'the other courtrelated events listed here', 'undefined_6', 'andor 1', 'undefined_7', 'Other provisions of the limited appointment 1', 'Standard Appointment', 'Appear at_2', 'mediation andor the_2', 'status conference remotely_2', 'interim hearing_2', 'final hearing_2', 'the other courtrelated events listed here_2', 'undefined_8', 'andor', 'Other provisions of the standard appointment 1', 'Other provisions of the standard appointment 2', 'Expanded Appointment', 'Interview the following teachers and other people who know about the child or family', 'Review', 'Review_2', 'Review_3', 'Review plaintiffpetitioners', 'Review defendantrespondents', 'Hire a qualified', 'By mmddyyyy', 'Subpoena witnesses and documents and examine and crossexamine witnesses', 'Serve as a contact person between the parentspetitioners and the children as follows', '1', 'undefined_9', 's', 's_2', 'mental health', 'mental health_2', 'mental health_3', 'medical andor', 'medical andor_2', 'medical andor_3', 'educational records', 'educational records_2', 'educational records_3', 'mental health records', 'medical records', 'undefined_10', 'undefined_11', 'mental health records_2', 'medical records_2', 'undefined_12', 'undefined_13', 'medical or', 'mental health_4', 'educational provider to evaluate', 'undefined_14', 'by mmddyyyy 1', 'by mmddyyyy 2', 'with the cost not to be more than', 'arrange for counseling for these children', 'undefined_15', 'undefined_16', 'Appear at_3', 'mediation andor the_3', 'status conference remotely_3', 'interim hearing andor', 'the', 'other courtrelated events listed here 1', 'other courtrelated events listed here 2', 'other courtrelated events listed here 3', 'Other duties', 'undefined_17', '1_2', 'MAINE JUDICIAL BRANCH_2', 'Other provisions of the expanded appointment 1', 'upon further order of the Court or', 'on mmddyyyy', 'interim hearing_3', 'final hearing_3', 'upon entry of final judgment', 'undefined_18', 'The GAL is not required to submit a written report before testifying at the hearing limited appointments only', 'The GAL shall provide a summary written or oral report with preliminary findings and preliminary', 'undefined_19', 'The GAL shall submit a written report to the court and to the parties', '14 days before the hearing or', 'on', 'mmddyyyy', 'The written report must include the results of the GALs investigation and the GALs recommendations on the', 'following issues', 'Flat Fee The GAL will complete all duties required in this order through the completion of mediation for a', 'Hourly rate The GAL will complete all duties required in this order by spending no more than', 'Pro Bono or minimal fee The GAL will complete all duties required in this order', 'Payment by the Court The GALs fees shall be paid by the court pursuant to the guidelines contained in', 'fee of', 'If the GAL is required to participate in hearing the fee for hearing will be', 'If a written report is required thereafter the fee for the report preparation will be', 'undefined_20', 'hours at an hourly rate of', 'without charging a fee', 'for the minimal fee of', 'undefined_21', 'The GALs fee if not a pro bono case shall be paid as follows choose one option', 'On or before mmddyyyy', 'undefined_22', 'defendantrespondent shall pay', 'other', 'plaintiffpetitioner shall pay', 'PlaintiffPetitioner shall pay', 'MAINE JUDICIAL BRANCH_3', 'of each bill defendantrespondent shall pay', 'bill other', 'shall pay', '14 days', 'week', 'month after', 'per', 'PlaintiffPetitioner shall pay_2', 'week_2', 'month toward the GAL fees and expenses', 'defendantrespondent shall pay_2', 'week_3', 'month toward the GAL fees and expenses_2', 'and other', 'shall pay_2', 'week_4', 'month The', 'monthly', 'biweekly basis The final', 'Date mmddyyyy', 'Judge', 'Magistrate Maine District Court', 'Text1', 'Text2', 'Check Box3', 'Text5', 'Text6', 'Text7', 'Text8', 'Text9', 'Text10', 'Text11', 'Text12']",https://courtformsonline.org/forms/e12318ce9037e92ee8e48963f550e1a3229a17a2437b9ebc3f29c30b.pdf5d35c607d6a7bc852814f9c5928e522b.pdf,"['plaintiff', 'location_town', 'docket', 'defendant', 'party', 'in_re', 'undefined__1', 'limited_purpose', 'standard', 'expanded', 'whose_names_dates_birth', 'gals_name', 'gals_mailing_address', 'gals_telephone_number', 'gals_email_address', 'listed_currently_qualified', 'court_qualified_attorney', 'necessary_experience_matters', 'qualifications', 'undefined__2', 'fee_arrangements_specified', 'undefined__3', 'plaintiff_petitioner__1', 'defendant_respondent__1', 'other__1', 'mrs_b_support_appointment__1', 'mrs_b_support_appointment__2', 'mrs_b_support_appointment__3', 'maine_judicial_branch__1', 'plaintiff_petitioner__2', 'defendant_respondent__2', 'other_2', 'limited_purpose_appointment', 'undefined__4', 'must_perform_following_specific', 'appear__1', 'mediation_andor__1', 'status_conference_remotely__1', 'interim_hearing__1', 'final_hearing__1', 'courtrelated_events_listed__1', 'undefined__5', 'andor__1', 'undefined__6', 'provisions_limited_appointment', 'standard_appointment', 'appear__2', 'mediation_andor__2', 'status_conference_remotely__2', 'interim_hearing__2', 'final_hearing__2', 'courtrelated_events_listed__2', 'undefined__7', 'andor__2', 'provisions_standard__1', 'provisions_standard__2', 'expanded_appointment', 'people_know_child', 'review__1', 'review__2', 'review__3', 'review_plaintiffpetitioners', 'review_defendantrespondents', 'hire_qualified', 'mmddyyyy__1', 'witnesses_documents_examine', 'serve_person_children', 'unknown', 'undefined__8', 's', 's_2', 'mental_health__1', 'mental_health__2', 'mental_health__3', 'medical_andor__1', 'medical_andor__2', 'medical_andor__3', 'educational_records__1', 'educational_records__2', 'educational_records__3', 'mental_health_records__1', 'medical_records__1', 'undefined__9', 'undefined__10', 'mental_health_records__2', 'medical_records__2', 'undefined__11', 'undefined__12', 'medical', 'mental_health__4', 'educational_provider_evaluate', 'undefined__13', 'mmddyyyy__2', 'mmddyyyy__3', 'cost', 'arrange_counseling_children', 'undefined__14', 'undefined__15', 'appear__3', 'mediation_andor__3', 'status_conference_remotely__3', 'interim_hearing_andor', 'the', 'courtrelated_events_listed__3', 'courtrelated_events_listed__4', 'courtrelated_events_listed__5', 'duties', 'undefined__16', '1_2', 'maine_judicial_branch__2', 'provisions_expanded', 'upon_order_court', 'mmddyyyy__4', 'interim_hearing__3', 'final_hearing__3', 'upon_entry_final_judgment', 'undefined__17', 'submit_report_hearing', 'summary_report_findings', 'undefined__18', 'shall_submit_court_parties', 'days_hearing', 'on', 'mmddyyyy__5', 'report_must_recommendations', 'following_issues', 'fee_required_order', 'rate_required_order_spending', 'minimal_fee_required_order', 'payment_fees_shall', 'fee', 'required_participate_fee', 'required_fee_preparation', 'undefined__19', 'hours_hourly_rate', 'without_charging_fee', 'minimal_fee', 'undefined__20', 'fee_paid_choose_one_option', 'mmddyyyy__6', 'undefined__21', 'defendantrespondent_shall_pay__1', 'other__2', 'plaintiffpetitioner_shall_pay', 'plaintiff_petitioner_shall__1', 'maine_judicial_branch__3', 'bill_shall_pay', 'bill', 'shall_pay__1', 'days', 'week__1', 'month__1', 'per', 'plaintiff_petitioner_shall__2', 'week__2', 'month_toward_gal_fees_expenses__1', 'defendantrespondent_shall_pay__2', 'week__3', 'month_toward_gal_fees_expenses__2', 'and_other', 'shall_pay__2', 'week__4', 'month__2', 'monthly', 'biweekly_basis_final', 'date_mmddyyyy', 'judge', 'magistrate_district_court', 'text__1', 'text__2', 'check_box', 'text__3', 'text__4', 'text__5', 'text__6', 'text__7', 'text__8', 'text__9', 'text__10']",ME
